"題名","creator","日期","類型","來源","識別碼","來源網址","語言","資料類型","描述","主題","年代範圍","地理範圍","翻譯者","關聯","出版者","貢獻者","取得日期","授權狀態","授權備註","收錄狀態","備註"
"歷任臺灣總督傳記（兒玉源太郎、後藤新平、明石元二郎等）","學術研究","1900-2000","人物傳記與家族史料","學術專書","TOTAL-GOVERNOR-BIO","–","zh;ja","文字","歷任臺灣總督之生平、施政與評價之研究傳記，重點人物含樺山資紀、兒玉源太郎、後藤新平（民政長官）、明石元二郎、小林躋造等","總督;日治;傳記;兒玉;後藤","日治時期（1895–1945）","全臺灣","–","–","學術出版社散見","–","2026-07-30","UNCLEAR","學術專書需購閱","僅收錄 metadata","總督為日治時期權力核心人物"
"蔣渭水傳記與文獻","蔣渭水","1916-1931","人物傳記與家族史料","中研院臺史所／國立臺灣圖書館","CHIANGWEISHUI-BIO","–","zh;ja","文字","臺灣文化協會領袖蔣渭水之生平、著作、審判記錄與書信合集，為日治時期臺灣民族運動之人物核心","蔣渭水;日治;民族運動;文化協會;農民組合","日治時期（1916–1931）","全臺灣","–","臺灣社會運動與文化協會檔案","–","–","2026-07-30","UNCLEAR","文獻散見","已收錄 metadata","蔣渭水為日治民族運動之最代表性人物"
"賴和作品與傳記","賴和（賴懶雲）","1910-1943","人物傳記與家族史料","國立臺灣圖書館／學術研究","LAIHE-BIO-WORKS","–","zh;ja","文字","「臺灣文學之父」賴和之小說、新詩、漢詩、隨筆全集與生平傳記，為日治臺灣文學之代表作家","賴和;文學;日治;新文學;醫生","日治時期（1910–1943）","彰化;全臺灣","–","臺灣文學雜誌群","–","–","2026-07-30","UNCLEAR","賴和作品已有全集出版","已收錄 metadata","賴和為臺灣新文學運動之開創者"
"連橫與《臺灣通史》","連橫","1918-1936","人物傳記與家族史料","國立臺灣圖書館（原件）","LIANHENG-TAIWAN-HISTORY","–","zh","文字","連橫（連雅堂）之生平與《臺灣通史》編纂過程，為日治時期臺灣人自撰之第一部臺灣通史","連橫;臺灣通史;日治;歷史;民族意識","日治時期（1918–1936）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","《臺灣通史》已有數位版","已收錄 metadata","連橫《臺灣通史》為日治時期臺灣民族意識之史學體現"
"杜聰明傳記","杜聰明","1900-1980","人物傳記與家族史料","國立臺灣大學／學術研究","TU-CONGMING-BIO","–","zh","文字","臺灣醫學界代表人物杜聰明（高雄醫學院創辦人）之生平傳記，為日治時期臺灣第一位醫學博士","杜聰明;醫學;日治;臺北帝大;高醫","日治時期（1910–1945）","全臺灣","–","–","–","國立臺灣大學","2026-07-30","UNCLEAR","有出版傳記","已收錄 metadata","杜聰明為臺灣近代醫學之奠基者"
"臺灣人物評（日治版）","臺灣新聞社／臺灣通信社","1915-1945","人物傳記與家族史料","國立臺灣圖書館","TW-PERSONALITY-EVAL","–","ja","文字","日治時期出版之臺灣人物評傳、紳士錄、官民錄等人物誌系列，為日治人物研究之基礎名錄","人物;評傳;日治;紳士錄;名錄","日治時期（1915–1945）","全臺灣","–","臺灣總督府職員錄","–","–","2026-07-30","UNCLEAR","國臺圖有原件","僅收錄 metadata","日治臺灣人物誌之總集"
"霧社事件相關人物與口述","霧社事件關係者／學術研究","1930-2000","人物傳記與家族史料","學術研究與訪談","MUSHA-PEOPLE-ORAL","–","zh;ja","文字","霧社事件相關人物（莫那·魯道、花岡一郎/二郎、馬紅·莫那等）之生平傳記與口述訪談","霧社事件;人物;原住民;莫那魯道;賽德克","日治時期（1930–1945）","霧社（南投）","–","霧社事件相關檔案","–","–","2026-07-30","UNCLEAR","口述訪談散見","僅收錄 metadata","霧社事件人物為臺灣原住民抗日之象徵"
"臺灣基督徒人物與教會史","臺灣基督長老教會信徒","1895-1945","人物傳記與家族史料","臺灣基督長老教會總會／學術研究","TW-CHRISTIAN-FIGURES","–","zh;ja;en","文字","日治時期臺灣重要基督徒人物（高俊明、鄭兒玉、黃武東等）之傳記與長老教會發展史料","基督徒;長老教會;日治;人物;信仰","日治時期（1895–1945）","全臺灣","–","馬偕與北臺灣醫療教育史（清領）","–","–","2026-07-30","UNCLEAR","教會檔案分散","僅收錄 metadata","基督徒在日治時期社會運動中扮演關鍵角色"
"臺北帝國大學人物與學術傳承","臺北帝國大學教授群（幣原坦、矢內原忠雄、國分直一等）","1928-1945","人物傳記與家族史料","國立臺灣大學校史館","TAIDAI-FIGURES","–","ja;zh;en","文字","臺北帝國大學（今國立臺灣大學）創校教授群之學術生平與研究業績，含文政學部與理農學部之各學科奠基者","臺北帝大;人物;日治;學術;大學","日治時期（1928–1945）","臺北","–","–","–","國立臺灣大學校史館","2026-07-30","UNCLEAR","校史資料有限公開","僅收錄 metadata","臺北帝大為日治時期臺灣最高學府"
"臺灣實業家傳記（日治時期）","辜顯榮、林熊徵、顏國年、陳中和、李春生等","1895-1945","人物傳記與家族史料","學術研究","TW-BUSINESS-FIGURES-JP","–","zh;ja","文字","日治時期臺灣重要實業家（辜顯榮、林熊徵、顏國年、陳中和等）之生平傳記與事業資料，為臺灣資本主義發展之人物側面","實業家;日治;資本家;企業;人物","日治時期（1895–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","資料分散","僅收錄 metadata","日治實業家為臺灣資本主義萌芽之關鍵角色"
"臺灣寫真帖（民間/報社版）","臺灣寫真帖社／民間出版","1910-1945","照片與影像","國家圖書館臺灣記憶／國立臺灣圖書館","TW-PHOTO-ALBUM-PRIVATE","https://tm.ncl.edu.tw/","ja","圖檔","日治時期民間出版之臺灣寫真帖系列，較官方版更具庶民生活視角，含風景、產業、風俗、事件等","寫真帖;日治;民間;照片;庶民","日治時期（1910–1945）","全臺灣","–","臺灣寫真帖（總督府官方編纂）","–","國家圖書館（數位化）","2026-07-30","UNCLEAR","臺灣記憶系統公開瀏覽","已收錄 metadata","民間寫真帖補官方之不足"
"日治時期繪葉書（風景明信片）全集","多件出版社（生番屋、文明堂等）","1900-1945","照片與影像","國家圖書館臺灣記憶／私人收藏","TW-EGAKI-POSTCARD","https://tm.ncl.edu.tw/","ja","圖檔;文字","日治時期發行之臺灣繪葉書（風景明信片）合集，為日治臺灣視覺文化之重要載體，題材含風景、建設、原住民、風俗等","繪葉書;明信片;日治;風景;觀光","日治時期（1900–1945）","全臺灣","–","–","–","國家圖書館（數位化）","2026-07-30","UNCLEAR","臺灣記憶公開瀏覽","已收錄 metadata","繪葉書為日治時期最大眾化之視覺媒體"
"鳥居龍藏／森丑之助之臺灣原住民寫真","鳥居龍藏、森丑之助","1896-1920","照片與影像","東京大學總合研究博物館／中研院","TORII-MORI-ABO-PHOTOS","–","ja","圖檔","人類學者鳥居龍藏與森丑之助在日治初期拍攝之臺灣原住民寫真，為臺灣原住民影像學之最早系統性記錄","鳥居龍藏;森丑之助;原住民;人類學;寫真","日治時期（1896–1920）","全臺灣山地","–","清末臺灣原住民影像資料","–","東京大學（數位典藏）","2026-07-30","UNCLEAR","海外大學數位版有限","僅收錄 metadata","人類學視野下之原住民影像經典"
"臺灣都市風景寫真（日治中期）","多件寫真師","1920-1940","照片與影像","國立臺灣圖書館","TW-CITY-LANDSCAPE-JP","https://tsdl.ntl.edu.tw/","ja","圖檔","日治中期臺灣主要都市（臺北、臺中、臺南、高雄、基隆、花蓮等）之街景寫真合集，反映市區改正後之現代化市容","都市;風景;日治;寫真;市區改正","日治時期（1920–1940）","全臺灣主要都市","–","臺灣都市計畫圖","–","國立臺灣圖書館（數位典藏）","2026-07-30","UNCLEAR","國臺圖公開瀏覽","已收錄 metadata","日治都市現代化之視覺證據"
"臺灣產業建設寫真（糖廠/鐵道/港灣/電力）","臺灣總督府／製糖會社","1900-1945","照片與影像","國立臺灣圖書館","TW-INDUSTRY-PHOTOS-JP","https://tsdl.ntl.edu.tw/","ja","圖檔","日治時期臺灣產業建設之攝影紀錄，含糖廠、鐵道、港灣、發電所、礦場、工廠等基礎設施影像","產業;建設;日治;寫真;近代化","日治時期（1900–1945）","全臺灣","–","–","–","國立臺灣圖書館（數位典藏）","2026-07-30","UNCLEAR","國臺圖公開瀏覽","已收錄 metadata","產業建設寫真為日治經濟發展之視覺證明"
"神社與宗教建築寫真","臺灣總督府／神社關係者","1900-1945","照片與影像","國立臺灣圖書館","TW-SHRINE-PHOTOS-JP","https://tsdl.ntl.edu.tw/","ja","圖檔","日治時期臺灣各地神社（臺灣神宮、建功神社、臺南神社等）與日本佛教寺廟之建築寫真","神社;宗教;日治;寫真;建築","日治時期（1900–1945）","全臺灣","–","–","–","國立臺灣圖書館（數位典藏）","2026-07-30","UNCLEAR","國臺圖公開瀏覽","僅收錄 metadata","神社建築為日治殖民統治之視覺象徵"
"日治末期戰爭寫真（1937–1945）","臺灣總督府軍務部／新聞社","1937-1945","照片與影像","國立臺灣圖書館／國家圖書館","WW2-TAIWAN-PHOTOS","–","ja","圖檔","中日戰爭與太平洋戰爭期間臺灣相關之戰爭寫真，含徵兵送行、防空演習、軍事設施、戰災記錄等","戰爭;日治;寫真;徵兵;防空","日治時期（1937–1945）","全臺灣","–","戰時體制與徵兵相關檔案","–","–","2026-07-30","UNCLEAR","照片散見各館","僅收錄 metadata","戰爭寫真為日治末期社會之直接記錄"
"臺灣紀錄電影（日治時期）","臺灣總督府情報課／電影公司","1930-1945","照片與影像","國立臺灣歷史博物館（數位修復）","TW-DOCUMENTARY-FILM-JP","https://taiwanindex.nmth.gov.tw/","ja","影音","日治時期拍攝之臺灣紀錄電影，含總督府宣傳電影、產業介紹片、原住民紀錄片、時事新聞片等","紀錄片;日治;電影;宣傳;影像","日治時期（1930–1945）","全臺灣","–","–","–","國立臺灣歷史博物館（數位修復）","2026-07-30","UNCLEAR","臺史博影音資料庫公開","僅收錄 metadata","日治時期活動影像為視覺史料之最高層級"
"觀光寫真帖與旅行記","臺灣總督府交通局鐵道部／旅行者","1910-1945","照片與影像","國立臺灣圖書館","TW-TOURIST-PHOTOS-JP","https://tsdl.ntl.edu.tw/","ja","圖檔;文字","日治時期為推廣觀光所發行之臺灣旅行寫真帖與風景介紹，反映日治觀光政策與臺灣風景名勝之建構","觀光;日治;寫真帖;旅行;風景點","日治時期（1910–1945）","全臺灣","–","臺灣寫真帖（總督府官方編纂）","–","國立臺灣圖書館（數位典藏）","2026-07-30","UNCLEAR","國臺圖公開瀏覽","已收錄 metadata","觀光寫真為殖民政府塑造臺灣意象之工具"
"1905年臨時臺灣戶口調查","臺灣總督府","1905","統計與調查資料","國史館臺灣文獻館","CENSUS-1905-TW","https://onlinearchives.th.gov.tw/","ja","文字","日治時期第一次全臺人口普查，為臺灣史上第一次現代人口普查，含人口數、性別、年齡、婚姻、職業、國籍、本籍等","戶口調查;日治;人口;統計;1905","日治時期（1905）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","已收錄 metadata","臺灣史上第一次科學人口普查"
"1915–1940年國勢調查（第二次至第六次）","臺灣總督府","1915-1940","統計與調查資料","國史館臺灣文獻館","CENSUS-1915-1940-TW","https://onlinearchives.th.gov.tw/","ja","文字","日治時期第二次至第六次國勢調查報告，每五年一次，含人口增加率、都市化、行業別、教育程度等連續比較數據","國勢調查;日治;人口;統計;連續數據","日治時期（1915–1940）","全臺灣","–","1905年臨時臺灣戶口調查","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治人口統計為亞洲最完善之普查資料"
"臺灣農業基本調查","臺灣總督府殖產局","1910-1945","統計與調查資料","國史館臺灣文獻館","TW-AGRICULTURE-CENSUS","https://onlinearchives.th.gov.tw/","ja","文字","日治時期農業相關統計調查，含耕地面積、作物別產量、農戶數、農業人口、灌溉面積等","農業;統計;日治;米作;甘蔗","日治時期（1910–1945）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治農業統計為經濟史之量化基礎"
"臺灣工業統計","臺灣總督府殖產局","1915-1945","統計與調查資料","國史館臺灣文獻館","TW-INDUSTRY-CENSUS","https://onlinearchives.th.gov.tw/","ja","文字","日治時期工業統計調查，含工廠數、職工數、動力設備、製造品產額等，反映日治臺灣工業化之進程","工業;統計;日治;工廠;職工","日治時期（1915–1945）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治工業統計見證臺灣由農業轉向工業"
"臺灣林野調查報告","臺灣總督府殖產局林務課","1910-1945","統計與調查資料","國史館臺灣文獻館","TW-FOREST-SURVEY-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣森林資源調查報告，含林野面積、林種分布、木材蓄積量、林產物產量等統計","林野;調查;日治;森林;資源","日治時期（1910–1945）","全臺灣山區","–","臺灣總督府殖產局林業檔案","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治林野調查為臺灣自然資源之系統盤點"
"臺灣貿易統計（日治時期）","臺灣總督府財務局／稅關","1897-1945","統計與調查資料","國史館臺灣文獻館","TW-TRADE-STATS-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣對外貿易統計年報，含輸出入額、主要商品（米、糖、茶、樟腦、香蕉等）、國別貿易等","貿易;統計;日治;輸出;輸入","日治時期（1897–1945）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治貿易統計為臺灣經濟史之核心量化數據"
"臺灣教育統計","臺灣總督府文教局","1900-1945","統計與調查資料","國史館臺灣文獻館","TW-EDUCATION-STATS-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期教育統計報告，含各級學校數、學生數、教師數、就學率、教育經費等","教育;統計;日治;學校;就學率","日治時期（1900–1945）","全臺灣","–","臺灣總督府公文類纂—教育篇","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","就學率為日治教育成果之最核心指標"
"臺灣醫療與衛生統計","臺灣總督府警務局衛生課","1900-1945","統計與調查資料","國史館臺灣文獻館","TW-HEALTH-STATS-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期醫療與公共衛生統計報告，含醫療機構數、醫師數、傳染病罹患與死亡數、預防接種等","醫療;衛生;統計;日治;傳染病","日治時期（1900–1945）","全臺灣","–","臺灣總督府傳染病防治檔案","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治衛生統計為公共衛生史之基礎"
"臺灣物價與家計調查","臺灣總督府財務局／警務局","1910-1945","統計與調查資料","國立臺灣圖書館","TW-PRICE-STATS-JP","–","ja","文字","日治時期物價統計與家計調查報告，含零售物價、薪資水準、生活費指數等，為社會經濟史之連續量化資料","物價;家計;日治;薪資;生活費","日治時期（1910–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","資料散見統計報告","僅收錄 metadata","日治物價統計為經濟生活水準之指標"
"五十一年來臺灣統計提要","臺灣總督府","1894-1945","統計與調查資料","中研院（數位化）","TW-51YRS-STATS","http://twstudy.iis.sinica.edu.tw/twstatistic50/","ja","文字","日治末期臺灣總督府編纂之綜合統計集，含1894–1945年各領域連續統計，為日治臺灣統計之總集成","統計;日治;綜合;提要;連續數據","日治時期（1894–1945）","全臺灣","–","–","–","中研院（數位化）","2026-07-30","UNCLEAR","中研院線上公開","已收錄 metadata","日治統計之最權威總集成"
"臺灣土地調查統計","臺灣總督府臨時土地調查局","1900-1910","統計與調查資料","國史館臺灣文獻館","TW-LAND-SURVEY-STATS","https://onlinearchives.th.gov.tw/","ja","文字","日治初期土地調查之統計成果，含田園面積、地目別、業主別、地租額、大租/小租關係等統計","土地;統計;日治;調查;地租","日治時期（1900–1910）","全臺灣","–","臺灣總督府土地調查檔案","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","土地調查統計為日治財政改革之基礎"
"臺灣會社與銀行統計","臺灣總督府殖產局","1910-1945","統計與調查資料","國立臺灣圖書館","TW-COMPANY-BANK-STATS","–","ja","文字","日治時期臺灣公司（會社）設立數、資本額、行業別統計與金融機構（銀行、信用組合）業務統計","會社;銀行;統計;日治;資本","日治時期（1910–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","統計報告散見","僅收錄 metadata","日治會社統計為臺灣資本主義發展之指標"
"鳥居龍藏臺灣考古調查","鳥居龍藏","1896-1910","考古與物質文化","東京大學總合研究博物館","TORII-ARCH-TAIWAN","–","ja","文字","人類學家鳥居龍藏在日治初期對臺灣進行的考古調查與發掘，為臺灣近代考古學之發軔，含先史遺址、原住民物質文化等","鳥居龍藏;考古;日治;人類學;先史","日治時期（1896–1910）","全臺灣","–","鳥居龍藏／森丑之助之臺灣原住民寫真","–","東京大學（典藏）","2026-07-30","UNCLEAR","海外大學數位版有限","僅收錄 metadata","鳥居龍藏為臺灣近代考古學之先驅"
"鹿野忠雄臺灣考古與人類學研究","鹿野忠雄","1920-1945","考古與物質文化","學術出版／中研院臺史所","KANO-ARCH-TAIWAN","–","ja","文字","日治晚期學者鹿野忠雄對臺灣之考古、人類學、地理學綜合研究，含「臺灣先史時代」分類體系、高山族調查、東部考古等","鹿野忠雄;考古;日治;先史;人類學","日治時期（1920–1945）","全臺灣（山地為主）","–","–","–","–","2026-07-30","UNCLEAR","鹿野著作有中譯本","僅收錄 metadata","鹿野忠雄為臺灣考古學之集大成者"
"日治時期遺址發現與調查","臺灣總督府／臺北帝國大學","1928-1945","考古與物質文化","學術報告","JP-ERA-SITE-SURVEY","–","ja","文字","日治時期由臺北帝國大學主導之臺灣考古遺址調查發掘報告，含圓山遺址、芝山岩遺址、大坌坑遺址等","遺址;考古;日治;臺北帝大;調查","日治時期（1928–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","發掘報告散見學術刊物","僅收錄 metadata","日治時期為臺灣考古學之奠基年代"
"臺灣原住民物質文化調查（日治時期）","臺灣總督府／人類學者","1900-1945","考古與物質文化","中研院臺史所／學術出版","JP-ABO-MATERIAL","–","ja","文字","日治時期人類學者對臺灣原住民物質文化（衣飾、建築、器具、武器、祭儀用品等）之系統調查與收藏記錄","原住民;物質文化;日治;人類學;博物館","日治時期（1900–1945）","全臺灣","–","鳥居龍藏／森丑之助之臺灣原住民寫真","–","–","2026-07-30","UNCLEAR","標本分散國內外博物館","僅收錄 metadata","日治原住民物質文化收藏為世界級人類學資產"
"日治時期臺灣建築遺構調查","學術研究團隊","2000-2020","考古與物質文化","學術報告／古蹟調查","JP-BUILDING-ARCH-TW","–","zh;ja","文字","日治時期建築（總督府、官舍、車站、醫院、學校、神社、糖廠等）之建築考古與文化資產調查研究","建築;日治;古蹟;文化資產;調查","日治時期（1895–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","古蹟調查報告散布","僅收錄 metadata","日治建築為臺灣文化遺產之重要組成"
"日治時期產業遺址考古（糖廠/鐵道/礦業）","學術研究團隊","2000-2020","考古與物質文化","學術報告","JP-INDUSTRY-ARCH-TW","–","zh","文字","日治時期產業設施（橋仔頭糖廠、阿里山森林鐵道、金瓜石金礦、基隆港等）之產業考古與遺址保存研究","產業考古;日治;糖廠;鐵道;礦業","日治時期（1900–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","產業考古學新興領域","僅收錄 metadata","產業遺址為日治經濟發展之物質證據"
"日治時期碑碣集成","中研院臺灣史研究所碑碣資料庫","1895-1945","碑碣與實物刻文","中研院臺灣史研究所碑碣資料庫","ITH-RUB-JP","https://tais.ith.sinica.edu.tw/","ja;zh","文字;圖檔","中研院臺史所碑碣資料庫收錄之日治時期碑碣拓本，含神社碑、公共工程碑、學校碑、墓誌銘等","碑碣;日治;拓本;中研院;碑文","日治時期（1895–1945）","全臺灣","–","–","中研院臺灣史研究所","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","日治碑碣為殖民統治之物質見證"
"臺灣神社與宗教碑記","臺灣總督府／神社關係者","1900-1945","碑碣與實物刻文","中研院臺史所碑碣資料庫","TW-SHRINE-STELE","https://tais.ith.sinica.edu.tw/","ja","文字;圖檔","日治時期臺灣各地神社（臺灣神宮、建功神社、宜蘭神社、臺南神社等）之碑記與建築碑文","神社;碑記;日治;宗教;建築","日治時期（1900–1945）","全臺灣","–","日治時期碑碣集成","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","神社碑記為日治國家神道之殖民體現"
"日治時期公共工程紀念碑","臺灣總督府內務局／地方官","1900-1945","碑碣與實物刻文","中研院臺史所碑碣資料庫／田野","JP-PUBLIC-WORKS-STELE","https://tais.ith.sinica.edu.tw/","ja;zh","文字;圖檔","日治時期各項公共工程（鐵路竣工、水庫落成、港灣開港、道路開通等）之紀念碑記","紀念碑;日治;公共工程;建設;竣工","日治時期（1900–1945）","全臺灣","–","日治時期碑碣集成","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","公共工程紀念碑為日治建設成果之自我宣傳"
"日治時期墓誌銘選輯","日治時期臺灣住民","1895-1945","碑碣與實物刻文","中研院臺史所碑碣資料庫／田野調查","JP-EPITAPH-TW","https://tais.ith.sinica.edu.tw/","ja;zh","文字;圖檔","日治時期臺灣漢人、日本人之墓誌銘與墓碑拓本選輯，為社會史與家族史之重要石刻史料","墓誌銘;墓碑;日治;家族;墓葬","日治時期（1895–1945）","全臺灣","–","日治時期碑碣集成","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","資料庫公開查詢","僅收錄 metadata","墓誌銘為人物史之直接史料"
"日治時期學校創立紀念碑","臺灣總督府文教局／地方官","1898-1945","碑碣與實物刻文","中研院臺史所碑碣資料庫","JP-SCHOOL-STELE","https://tais.ith.sinica.edu.tw/","ja;zh","文字;圖檔","日治時期各級學校（公學校、小學校、實業學校、師範學校等）之創立紀念碑與校碑","學校;碑記;日治;教育;創立","日治時期（1898–1945）","全臺灣","–","日治時期碑碣集成","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","學校紀念碑見證日治教育設施之擴張"
"中研院臺史所日治時期口述訪談叢書","中研院臺灣史研究所","1980-2020","口述歷史","中研院臺灣史研究所","ITH-ORAL-HISTORY-JP","https://tais.ith.sinica.edu.tw/","zh;ja","文字","中研院臺史所出版之日治時期口述歷史訪談叢書系列，含政治運動者、實業家、醫生、教師等各階層人物之生命史","口述歷史;日治;中研院;訪談;生命史","日治時期（1895–1945）","全臺灣","–","–","中研院臺灣史研究所","–","2026-07-30","UNCLEAR","出版品需購閱","僅收錄 metadata","日治時期口述為文字史料之重要互補"
"二二八受難者之日治時期經驗口述","二二八事件紀念基金會／國家人權博物館","1990-2020","口述歷史","二二八事件紀念基金會／國家人權博物館","228-ORAL-JP-EXPERIENCE","–","zh","文字;影音","二二八事件受難者與家屬口述訪談中關於日治時期教育、社會生活、皇民化、戰時經驗等前階段經歷","二二八;口述;日治;受難者;戰時經驗","日治時期（1920–1945）","全臺灣","–","–","–","國家人權博物館","2026-07-30","UNCLEAR","口述訪談紀錄有出版","僅收錄 metadata","二二八事件之前因可追溯至日治時期社會結構"
"臺灣老兵口述（日治徵兵與戰後）","國史館／學術研究","1990-2020","口述歷史","國史館／學術出版","TW-VETERAN-ORAL-JP","–","zh;ja","文字","曾在日軍中服役之臺灣老兵（含高砂義勇隊、軍屬、通譯等）之日治徵兵經驗與戰後處境口述訪談","老兵;日治;徵兵;高砂義勇隊;口述","日治時期（1937–1945）","全臺灣;南洋","–","戰時體制與徵兵相關檔案","–","國史館","–","2026-07-30","UNCLEAR","口述紀錄部分已出版","僅收錄 metadata","臺灣兵經驗為日治末期歷史之重要面向"
"慰安婦口述歷史","臺籍慰安婦／婦女救援基金會／學術研究","1990-2020","口述歷史","婦女救援基金會／學術出版","COMFORT-WOMEN-ORAL-TW","–","zh;ja","文字","日治時期被迫成為慰安婦之臺灣女性口述訪談紀錄，為日治戰爭性暴力之最直接見證","慰安婦;日治;口述;女性;戰爭暴力","日治時期（1937–1945）","全臺灣;南洋","–","戰時體制與徵兵相關檔案","–","婦女救援基金會","–","2026-07-30","UNCLEAR","部分訪談紀錄已出版","僅收錄 metadata","慰安婦口述為人權史之重要教訓"
"原住民日治經驗口述（霧社／理蕃政策）","學術研究團隊","1990-2020","口述歷史","學術出版／原住民團體","ABORIGINAL-JP-ORAL","–","zh;ja","文字","臺灣原住民對日治時期理蕃政策、集團移住、教育、勞動服務、霧社事件等之口述歷史訪談","原住民;日治;口述;理蕃;霧社","日治時期（1895–1945）","全臺灣原住民部落","–","霧社事件相關人物與口述","–","–","2026-07-30","UNCLEAR","訪談資料散見學術文獻","僅收錄 metadata","原住民口述補官方文書之片面視角"
"農民運動與左翼運動口述","學術研究團隊","1980-2020","口述歷史","中研院臺史所／學術出版","FARMER-LEFT-ORAL-JP","–","zh;ja","文字","日治時期臺灣農民組合、工友總聯盟、左翼政治運動參與者之後續口述訪談，為社會運動史之直接見證","農民運動;左翼;日治;口述;社會運動","日治時期（1925–1937）","全臺灣","–","臺灣社會運動與文化協會檔案","–","–","2026-07-30","UNCLEAR","訪談資料有限","僅收錄 metadata","左翼運動口述為日治社會史之珍貴補充"
"日治時期教育體驗口述","教育史學者","2000-2020","口述歷史","學術研究","JP-EDUCATION-ORAL","–","zh;ja","文字","經歷過日治時期公學校、小學校、實業學校、師範教育之臺灣人對當時教育制度、教學內容、日常生活的口述回憶","教育;日治;口述;學校;公學校","日治時期（1900–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","訪談資料散見","僅收錄 metadata","教育口述為量化統計之質性補充"
"臺灣製糖株式會社史","臺灣製糖株式會社","1900-1945","產業與經濟實錄","國立臺灣圖書館（原件）","TW-SUGAR-CORP-HISTORY","–","ja","文字","第一家在臺設立之現代化製糖會社（1900年成立，橋仔頭工場）之社史、工場記錄、經營資料","製糖;日治;會社;橋仔頭;精糖","日治時期（1900–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","社史國臺圖有藏","僅收錄 metadata","臺灣製糖為日治時期臺灣最大企業"
"明治製糖／鹽水港製糖會社史","明治製糖／鹽水港製糖","1900-1945","產業與經濟實錄","國立臺灣圖書館","MEIJI-ENSUIKO-SUGAR","–","ja","文字","明治製糖（1906年成立）與鹽水港製糖（1907年成立）之社史與工場資料，為日治三大製糖會社之二","製糖;日治;明治製糖;鹽水港;會社","日治時期（1906–1945）","全臺灣","–","臺灣製糖株式會社史","–","–","2026-07-30","UNCLEAR","社史國臺圖有藏","僅收錄 metadata","三大製糖會社壟斷日治臺灣糖業"
"蓬萊米育成與農業改良","臺灣總督府中央研究所農業部","1920-1945","產業與經濟實錄","國立臺灣大學／學術研究","HORAI-RICE-DEVELOP","–","ja;en","文字","日治中期成功育成蓬萊米之過程與推廣史料，為日治農業改良之最大成就，徹底改變臺灣米作與農家經濟","蓬萊米;農業;日治;品種改良;米作","日治時期（1920–1945）","全臺灣","–","臺灣總督府中央研究所檔案","–","–","2026-07-30","UNCLEAR","研究報告散見","僅收錄 metadata","蓬萊米為日治農業科學之最高成就"
"嘉南大圳與烏山頭水庫","八田與一／臺灣總督府內務局","1920-1930","產業與經濟實錄","國立臺灣圖書館／學術研究","CHIANAN-CANAL","–","ja;zh","文字","嘉南大圳（1920年開工、1930年竣工）與烏山頭水庫之規劃、施工、營運史料，為日治最大水利工程","嘉南大圳;烏山頭;八田與一;水利;日治","日治時期（1920–1930）","嘉義;臺南","–","–","–","–","2026-07-30","UNCLEAR","有八田與一相關史料館","已收錄 metadata","嘉南大圳為日治時期亞洲最大水利工程之一"
