"題名","creator","日期","類型","來源","識別碼","來源網址","語言","資料類型","描述","主題","年代範圍","地理範圍","翻譯者","關聯","出版者","貢獻者","取得日期","授權狀態","授權備註","收錄狀態","備註"
"明鄭時期碑碣拓本（中研院臺史所碑碣資料庫）","不詳（明鄭時期）","1661-1683","碑碣與實物刻文","中研院臺灣史研究所碑碣資料庫","ACAD-SINICA-ITH-RUB-MZ","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","中研院臺史所臺灣碑碣拓本資料庫收錄之明鄭時期碑碣拓本，數量極少但極珍貴","碑碣;明鄭;拓本;中研院","明鄭時期（1661–1683）","全臺灣","–","–","中研院臺灣史研究所","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","資料庫公開查詢；拓本授權需申請","已收錄 metadata","明鄭時期留存碑碣極少，每通皆為國寶級"
"延平郡王祠碑記（清代至日治）","清代至日治官員","1875-1945","碑碣與實物刻文","延平郡王祠／中研院臺史所","YANPING-INSCRIPTIONS","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","延平郡王祠內清代至日治時期歷次修建碑記，反映鄭成功官方祭祀地位之演變","延平郡王祠;碑記;鄭成功;祠祀","明鄭時期（清代–日治紀念）","臺南市延平郡王祠","–","延平郡王祠歷史影像","–","中研院臺史所（數位化）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","鄭成功崇拜之官方碑刻史料"
"明鄭時期寺廟碑記","眾多","1661-1895","碑碣與實物刻文","中研院臺史所碑碣資料庫","MZ-TEMPLE-INSCRIPTIONS","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","全臺寺廟中保存之明鄭時期或紀念明鄭人物之碑記，如北港朝天宮、臺南大天后宮、開基玉皇宮等明鄭開基廟宇碑刻","寺廟;碑記;明鄭;民間信仰","明鄭時期（1661–1895）","全臺灣","–","–","–","中研院臺史所（數位化）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","開基廟宇碑記多保存明鄭創建記憶"
"臺南大天后宮碑記","清代–日治時期","1700-1945","碑碣與實物刻文","大天后宮／中研院臺史所碑碣資料庫","DA-TIAN-HOU-INSCRIPTIONS","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","臺南大天后宮（明鄭時期建立之官祀媽祖廟）歷代碑記，含施琅平臺後擴建碑記、歷次重修碑記，為明鄭至清領延續之宗教空間見證","大天后宮;媽祖;明鄭;碑記;府城","明鄭時期（1661–1895）","臺南市","–","明鄭時期寺廟碑記","–","中研院臺史所（數位化）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","明鄭官祀媽祖廟之碑刻史料"
"臺南開基武廟碑記","清代–日治時期","1700-1945","碑碣與實物刻文","開基武廟／中研院臺史所碑碣資料庫","KAIJI-WU-INSCRIPTIONS","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","臺南開基武廟（關帝廟，明鄭時期創建，傳為鄭成功部將所立）歷代碑記見證明鄭武將信仰","開基武廟;關帝;明鄭;碑記;府城","明鄭時期（1661–1895）","臺南市","–","明鄭時期寺廟碑記","–","中研院臺史所（數位化）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","明鄭武將信仰之碑刻證據"
"五妃廟碑記與墓塋","清代官員","1746-1945","碑碣與實物刻文","五妃廟／中研院臺史所碑碣資料庫","WU-FEI-INSCRIPTIONS","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","五妃廟（明寧靖王五妃殉節處）碑記與墓塋，含乾隆年間官方立碑、清代重修碑記，見證明鄭宗室殉國之歷史記憶","五妃廟;明鄭;殉節;寧靖王;碑記","明鄭時期（1661–1746記載）","臺南市五妃街","–","明鄭時期寺廟碑記","–","中研院臺史所（數位化）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","明鄭宗室最後之歷史記憶"
"開基玉皇宮沿革碑記","清代–日治時期","1700-1945","碑碣與實物刻文","開基玉皇宮／中研院臺史所碑碣資料庫","KAIJI-YUH-INSCRIPTIONS","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","臺南開基玉皇宮（天公廟，傳為鄭成功部將所立）之沿革碑記與歷史文獻，府城最早天公信仰祭祀場所","開基玉皇宮;天公;明鄭;碑記;府城","明鄭時期（1661–1895）","臺南市","–","明鄭時期寺廟碑記","–","中研院臺史所（數位化）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","府城天公信仰之源頭碑刻"
"明鄭屯墾制度與土地開發研究","現代學術研究","1900-2020","產業與經濟實錄","學術論文與專書","MZ-TUNKEN-LAND-STUDY","–","zh","文字","明鄭時期軍屯、民屯、墾荒制度之綜合研究，含各營盤田分布、王田/私田/官田三類土地制度分析","明鄭;屯墾;土地;制度;王田","明鄭時期（1661–1683）","全臺灣","–","–","學術期刊與專書散見","–","2026-07-30","UNCLEAR","學術文獻需購閱","僅收錄 metadata","明鄭土地制度為清代臺灣土地關係之基礎"
"明鄭時期對外貿易史料","學術研究團隊","1990-2020","產業與經濟實錄","學術論文","MZ-TRADE-DATA","–","zh;en","文字","明鄭時期與英國（東印度公司EIC）、日本、呂宋、東南亞等地貿易往來之相關文獻與研究","明鄭;貿易;英國東印度公司;日本;東南亞","明鄭時期（1661–1683）","全臺灣;東亞","–","–","–","–","2026-07-30","UNCLEAR","史料極分散，系統性整理尚不足","僅收錄 metadata","明鄭與英國EIC之貿易為清領前最後的國際貿易時期"
"明鄭時期軍工與技術發展（造船、火藥、鑄砲）","現代學術研究","2000-2020","產業與經濟實錄","學術論文","MZ-MILITARY-TECH","–","zh","文字","明鄭時期在臺造船、火藥製造、鑄砲等軍事工業之史料與研究，明鄭水師為東亞最強海上武力之一","明鄭;軍事;造船;火藥;鑄砲","明鄭時期（1661–1683）","全臺灣","–","熱蘭遮城明鄭時期考古層","–","–","2026-07-30","UNCLEAR","史料極少，研究有限","僅收錄 metadata","軍工史料匱乏，多靠推論與間接證據"
"明鄭時期度量衡與貨幣制度","現代學術研究","2000-2020","產業與經濟實錄","學術論文","MZ-CURRENCY-MEASURE","–","zh","文字","明鄭時期在臺使用之貨幣（永曆錢、西班牙銀圓、荷蘭銀幣）與度量衡制度之研究","明鄭;貨幣;度量衡;永曆錢;銀圓","明鄭時期（1661–1683）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","史料分散","僅收錄 metadata","明鄭貨幣考古發現為重要實證來源"
"明鄭與英國東印度公司（EIC）往來文書","英國東印度公司","1670-1683","產業與經濟實錄","大英圖書館／英國檔案館","EIC-TAIWAN-1670","–","en","文字","1670年英國東印度公司船艦「萬丹號」首次抵臺與鄭經簽訂通商協定，至1683年間英鄭貿易之往來文書","英國東印度公司;明鄭;貿易;萬丹號","明鄭時期（1661–1683）","大員;安平;倫敦","–","明鄭時期對外貿易史料","–","大英圖書館（典藏）","2026-07-30","UNCLEAR","原件藏英國，數位版有限，中譯散見","僅收錄 metadata","明鄭與歐洲國家之正式外交與商業文書"
"明鄭時期鹿皮產銷與原住民獵區","現代學術研究","2000-2020","產業與經濟實錄","學術論文","MZ-DEERSKIN-TRADE","–","zh;en","文字","明鄭時期鹿皮出口貿易延續荷蘭時期，但因過度獵捕致產量驟降之相關研究，兼論原住民獵場變遷","鹿皮;明鄭;原住民;生態;貿易","明鄭時期（1661–1683）","全臺灣","–","荷治時期臺灣鹿皮出口記錄（荷西第40筆）","–","–","2026-07-30","UNCLEAR","學術論文散見","僅收錄 metadata","鹿皮貿易為臺灣早期重要經濟命脈"
"明鄭時期古氣候與自然災害記錄","《從征實錄》、《熱蘭遮城日誌》等","1661-1683","自然與環境背景","學術研究","MZ-CLIMATE-RECORDS","–","zh;en","文字","《從征實錄》、《臺灣外記》等文獻中記載之明鄭時期氣候、颱風、地震、饑荒等自然事件記錄","明鄭;古氣候;颱風;地震;自然災害","明鄭時期（1661–1683）","全臺灣","–","從征實錄;臺灣外記","–","–","2026-07-30","UNCLEAR","散見各文獻，未有系統彙整","僅收錄 metadata","1661年鄭軍利用鹿耳門漲潮登陸為氣候影響軍事之經典案例"
"明鄭時期臺江內海與海岸變遷","學術研究團隊","1990-2020","自然與環境背景","地理學／考古學期刊","MZ-TAIJIANG-GEOGRAPHY","–","zh;en","文字","明鄭時期臺江內海、鹿耳門港道等海岸地形變遷之研究，解釋1661年鄭軍何以能由鹿耳門入臺登陸","臺江內海;鹿耳門;海岸變遷;地形","明鄭時期（1661–1683）","臺江內海;鹿耳門;大員","–","臺江內海變遷研究（荷西時期第42筆）","–","學術期刊","–","2026-07-30","UNCLEAR","學術論文需購閱","已收錄 metadata","鹿耳門港道淤積為鄭軍成功登陸之關鍵環境因素"
"明鄭時期疫病與人口變遷","學術研究團隊","2000-2020","自然與環境背景","學術期刊論文","MZ-EPIDEMIC-POP","–","zh;en","文字","明鄭時期因遷徙、戰爭、衛生條件所引發之疫病記錄（天花、瘧疾等）與人口結構變遷研究","明鄭;疫病;人口;天花;公共衛生","明鄭時期（1661–1683）","全臺灣","–","明鄭時期古氣候與自然災害記錄","–","學術期刊","–","2026-07-30","UNCLEAR","學術論文需購閱","僅收錄 metadata","明鄭22年人口變化劇烈，疫病為重要因素"
"臺灣銀行經濟研究室臺灣文獻叢刊—明鄭相關專輯導論","臺灣銀行經濟研究室","1957-1972","官方檔案文書","臺灣銀行經濟研究室","BOT-MZ-SERIES-GUIDE","–","zh","文字","臺灣銀行經濟研究室出版之臺灣文獻叢刊中明鄭相關專輯（從征實錄、臺灣外記、靖海紀事等）之編者導論、校勘記與版本說明","臺灣文獻叢刊;明鄭;版本;導論","明鄭時期（1661–1683）","全臺灣","–","從征實錄;臺灣外記;靖海紀事","臺灣銀行經濟研究室","–","2026-07-30","ARR","叢刊已絕版","已收錄 metadata","臺灣文獻叢刊為明鄭史料最主要之中文刊本來源"
