"題名","creator","日期","類型","來源","識別碼","來源網址","語言","資料類型","描述","主題","年代範圍","地理範圍","翻譯者","關聯","出版者","貢獻者","取得日期","授權狀態","授權備註","收錄狀態","備註"
"邵友濂臺灣相關奏疏","邵友濂","1891-1894","官方檔案文書","國立臺灣圖書館（原件）／故宮清宮檔案","SYL-TAIWAN-ZOUZHE","﹣","zh","文字","邵友濂（繼劉銘傳之後之臺灣巡撫）任內奏疏，含臺灣鐵路停工、財政調整、行政緊縮等，反映建省後期之現實困境","邵友濂;奏疏;清代;臺灣;建省後期","清領後期（1891–1894）","全臺灣","﹣","劉銘傳《劉壯肅公奏議》","﹣","﹣","2026-07-30","UNCLEAR","奏疏散見清宮檔案","僅收錄 metadata","邵友濂任內臺灣新政由盛轉衰"
"乙未戰爭與臺灣民主國檔案","唐景崧、丘逢甲、劉永福、李經方等","1895","官方檔案文書","國立臺灣圖書館／國史館臺灣文獻館","YIWEI-WAR-ARCH","﹣","zh","文字","1895年乙未割臺前後官方文書，含臺灣民主國成立文告、清廷交割文書、日軍接收檔案、抗日義軍文檄等","乙未;臺灣民主國;清代;割臺;抗日","清領後期（1895）","全臺灣","﹣","唐景崧《請纓日記》","﹣","﹣","2026-07-30","UNCLEAR","檔案分散各地","僅收錄 metadata","清代臺灣歷史終結之官方記錄"
"淡新檔案（刑事篇）","淡水廳／新竹縣衙","1800-1895","官方檔案文書","國立臺灣大學圖書館（原件）／THDL（數位版）","DS-CRIMINAL-THDL","http://thdl.ntu.edu.tw/","zh","文字","淡新檔案刑事門收錄清代臺灣命案、搶劫、偷盜、偽造貨幣等刑事案件卷宗，反映清領後期臺灣社會秩序與法律實務","淡新檔案;刑事;清代;法律;社會","清領後期（1800–1895）","淡水廳;新竹","﹣","淡新檔案（行政篇;民事篇）","﹣","國立臺灣大學數位人文研究中心（數位化）","2026-07-30","UNCLEAR","THDL 全文公開查詢","已收錄 metadata","清代臺灣法律史之最完整基層檔案"
"臺灣地輿總圖（光緒年間）","清代臺灣布政使司／繪圖官","1880-1895","方志與輿圖","國立故宮博物院／國立臺灣圖書館","TW-GENERAL-MAP-GX","﹣","zh","地圖","光緒年間繪製之臺灣地輿總圖，為清領後期最完整之臺灣全圖，標示行政區界、道路、河流、軍隊駐紮地等","古地圖;清代;光緒;臺灣全圖;領後期","清領後期（1880–1895）","全臺灣","﹣","清代臺灣輿圖集（康熙至同治）","﹣","國立故宮博物院（清宮舊藏）","2026-07-30","UNCLEAR","原件藏故宮，數位版有限","僅收錄 metadata","清代最後一幅官方臺灣全圖"
"臺灣前後山輿圖（夏獻綸）","夏獻綸（繪）","1878-1879","方志與輿圖","國立臺灣圖書館","XIAXIANLUN-TW-MAP","﹣","zh","地圖","夏獻綸（臺灣道）編繪之《臺灣前後山輿圖》，為清代最詳細之臺灣軍事輿圖，含番界、隘勇線、道路等","夏獻綸;輿圖;清代;軍事;地圖","清領後期（1878–1879）","全臺灣","﹣","臺灣地輿總圖","﹣","﹣","2026-07-30","UNCLEAR","國臺圖數位典藏","僅收錄 metadata","開山撫番政策之空間表現"
"光緒臺灣通志（未刊稿）","蔣師轍（纂）、臺灣布政使司","1894-1895","方志與輿圖","國立臺灣圖書館（稿本）","JSZ-TW-TONGZHI-GX","﹣","zh","文字","蔣師轍受聘纂修之《臺灣通志》，未及刊行即因割臺中止，稿本40餘冊存國臺圖，為清代臺灣方志最後之集大成","方志;臺灣通志;光緒;清代;未刊稿","清領後期（1894–1895）","全臺灣","﹣","續修臺灣府志（余文儀本）","﹣","﹣","2026-07-30","UNCLEAR","稿本未刊，國臺圖藏","僅收錄 metadata","清代臺灣方志之最後巨著，惜未刊行"
"臺灣府城教會報（Tá-oân-hú-siâⁿ Kàu-hōe-pò）","巴克禮（Thomas Barclay）等","1885-1895","報刊與雜誌","國立臺灣歷史博物館（數位化）","TW-CHURCH-NEWS-1885","https://taiwanindex.nmth.gov.tw/","zh;nan","文字","臺灣第一份報紙，1885年創刊於臺南，以白話字（羅馬拼音）書寫臺語，為清領後期最珍貴的民間報刊史料，含教會消息、時事、社會新聞與地理知識","報刊;清代;教會;白話字;巴克禮","清領後期（1885–1895）","全臺灣;海外","﹣","﹣","臺灣教會公報社","國立臺灣歷史博物館（數位化）","2026-07-30","UNCLEAR","臺史博數位資料庫公開瀏覽","已收錄 metadata","臺灣新聞史之起點"
"申報臺灣相關報導（1872–1895）","申報館（英商美查創辦）","1872-1895","報刊與雜誌","上海圖書館／國立臺灣圖書館","SHENBAO-TW-1872","﹣","zh","文字","中國近代第一份報紙《申報》中與臺灣相關之報導，含牡丹社事件、中法戰爭、劉銘傳新政、甲午戰爭等重大新聞","申報;報刊;清代;臺灣;新聞","清領後期（1872–1895）","全臺灣;大陸","﹣","﹣","﹣","﹣","2026-07-30","UNCLEAR","申報資料庫需授權查詢","僅收錄 metadata","當時大陸視角下的臺灣新聞"
"劉銘傳與淮軍在臺人物","淮軍將領（劉銘傳、章高元、孫開華、曹志忠等）","1884-1895","人物傳記與家族史料","國立臺灣圖書館／中研院近史所","LMC-HUAI-ARMY-TW","﹣","zh","文字","劉銘傳率淮軍來臺相關人物之傳記與生平史料，含劉銘傳幕僚、淮軍將領、湘軍與臺灣兵備道等人員","劉銘傳;淮軍;清代;傳記;人物","清領後期（1884–1895）","全臺灣","﹣","劉銘傳《劉壯肅公奏議》","﹣","﹣","2026-07-30","UNCLEAR","傳記資料分散","僅收錄 metadata","淮軍為清代臺灣最後一支駐臺主力部隊"
"馬偕《福爾摩薩紀事》（From Far Formosa）","馬偕（George Leslie Mackay）","1895","人物傳記與家族史料","牛津大學出版社（原版）／學術中譯本","MACKAY-FAR-FORMOSA","﹣","en;zh","文字","加拿大長老教會宣教師馬偕在臺（1872–1901）之回憶錄，為清領後期臺灣北部落後地區生活、醫療、傳教與原住民之第一手見證","馬偕;宣教;清代;北部;醫療","清領後期（1872–1895）","臺北;淡水;宜蘭;花蓮","林晚生（中譯）","﹣","牛津大學出版社（原版）／前衛出版社（中譯）","﹣","2026-07-30","UNCLEAR","中譯本流通普遍","已收錄 metadata","清代臺灣最著名的外國人見證"
"必麒麟《Pioneering in Formosa》","必麒麟（William A. Pickering）","1898","人物傳記與家族史料","Hurst and Blackett（原版）／學術中譯本","PICKERING-PIONEER-FORMOSA","﹣","en;zh","文字","英國人必麒麟在臺（1860年代–1880年代）之回憶錄，歷任海關官員、樟腦專賣承包、英國領事館通譯，為開港通商初期臺灣之第一手見證","必麒麟;清代;開港;樟腦;通商","清領後期（1863–1890）","全臺灣","陳政三（中譯）","﹣","Hurst and Blackett（原版）","﹣","2026-07-30","UNCLEAR","中譯本〈歷險福爾摩沙〉流通","已收錄 metadata","清代臺灣外商之第一手實錄"
"李仙得《臺灣紀行》","李仙得（Charles W. LeGendre）","1874-1875","人物傳記與家族史料","美國國會圖書館（原件）／學術中譯本","LEGENDRE-TW-NOTES","﹣","en;zh","文字","美國駐廈門領事李仙得在臺（1866–1875）之紀行與報告，含羅發號事件、牡丹社事件、原住民調查等，為清代臺灣涉外史關鍵人物","李仙得;清代;涉外;牡丹社;原住民","清領後期（1866–1875）","全臺灣;琅𤩝","陳秋坤等（中譯）","﹣","﹣","﹣","2026-07-30","UNCLEAR","原件藏美國國會圖書館","僅收錄 metadata","李仙得為清代臺灣涉外史之樞紐人物"
"約翰·湯姆生（John Thomson）臺灣照片","約翰·湯姆生（John Thomson）","1871","照片與影像","Wellcome Library（原件）","THOMSON-TW-1871","https://wellcomecollection.org/","en","圖檔","英國攝影師約翰·湯姆生1871年來臺拍攝之照片，為臺灣最早之攝影紀錄之一，含平埔族、府城景觀、安平港等","John Thomson;攝影;清代;府城;平埔族","清領後期（1871）","臺南府城;安平;高雄","﹣","﹣","﹣","Wellcome Library（數位典藏）","2026-07-30","UNCLEAR","Wellcome Library 公開瀏覽","已收錄 metadata","臺灣史上最早之攝影照片之一"
"19世紀末臺灣寫真帖","多件外國攝影師（Thomson、Lai Afong、Reverend等）","1871-1895","照片與影像","國家圖書館臺灣記憶／國立臺灣圖書館","19C-TW-PHOTO-ALBUM","https://tm.ncl.edu.tw/","zh;en","圖檔","19世紀末外國攝影師與本地照相館拍攝之臺灣照片合集，含風景、人物、建築、港口、原住民等主題","寫真;清代;照片;外國攝影;19世紀末","清領後期（1871–1895）","全臺灣","﹣﹣","﹣","﹣","國家圖書館（數位化）","2026-07-30","UNCLEAR","臺灣記憶系統公開瀏覽","已收錄 metadata","清領後期影像為臺灣視覺史之起點"
"劉銘傳新政建設影像","清代（劉銘傳時期）／現代學者收集","1885-1895","照片與影像","國立臺灣博物館／國立臺灣歷史博物館","LMC-MODERN-PHOTO","﹣","zh","圖檔","劉銘傳新政建設之影像紀錄，含臺灣鐵路（臺北基隆段）、基隆煤礦、臺北機器局、電報線路、巡撫衙門等歷史照片","劉銘傳;新政;清代;鐵路;近代化","清領後期（1885–1895）","臺北;基隆;全臺灣","﹣﹣","劉銘傳《劉壯肅公奏議》","﹣","﹣","2026-07-30","UNCLEAR","照片散見各館","僅收錄 metadata","清代臺灣現代化建設之視覺見證"
"海關十年報告（Decennial Reports on Trade, 1882–1891）—臺灣部分","中國海關總稅務司（Robert Hart 等）","1882-1891","統計與調查資料","中國海關總稅務司（原刊）／大英圖書館","DECENNIAL-TAIWAN-1882-1891","﹣","en","文字","中國海關十年報告臺灣部分（1882–1891），詳載安平、淡水、打狗、基隆四口之貿易額、航運、物價、匯兌等統計","海關;貿易;統計;清代;開港","清領後期（1882–1891）","安平;淡水;打狗;基隆","﹣﹣","﹣﹣","中國海關總稅務司","﹣","2026-07-30","UNCLEAR","原刊散見各圖書館","僅收錄 metadata","清代臺灣國際貿易之最詳盡統計"
"清代臺灣海關貿易統計（1862–1895）","中國海關總稅務司","1862-1895","統計與調查資料","大英圖書館／國立臺灣圖書館（中譯）","CUSTOMS-TAIWAN-STATS","﹣","en;zh","文字","1862年淡水開關至1895年割臺期間臺灣海關貿易年報統計，含進出口值、主要商品（茶、糖、樟腦、煤）、船舶噸位等","海關;貿易;統計;清代;茶;樟腦","清領後期（1862–1895）","淡水;安平;打狗;基隆","﹣﹣","海關十年報告（Decennial Reports）","﹣","﹣","2026-07-30","UNCLEAR","英文原件需購閱","僅收錄 metadata","開港貿易為清領後期臺灣社會轉型命脈"
"劉銘傳清賦與戶口調查","劉銘傳（福建臺灣巡撫）","1886-1889","統計與調查資料","國立故宮博物院（清宮檔案）／學術研究","LMC-LAND-TAX-CENSUS","﹣","zh","文字","劉銘傳在臺實施之清賦（土地丈量與稅賦改革）與戶口調查相關檔案與統計數據，為清代臺灣最全面之土地與人口普查","劉銘傳;清賦;戶口;土地;清代","清領後期（1886–1889）","全臺灣","﹣﹣","劉銘傳《劉壯肅公奏議》","﹣","﹣","2026-07-30","UNCLEAR","數據散見各檔案","僅收錄 metadata","劉銘傳清賦為清代臺灣賦稅改革之最重要事件"
"清代基隆煤礦與鐵路遺址考古","學術研究團隊／基隆市文化局","2000-2020","考古與物質文化","學術報告與田野調查","QING-KEELUNG-COAL-ARCH","﹣","zh","文字","清代基隆八斗子煤礦（劉銘傳時期開辦）及臺灣第一條鐵路（基隆—臺北段）相關遺址之考古調查與建築遺構研究","煤礦;鐵路;清代;劉銘傳;基隆","清領後期（1876–1895）","基隆;臺北","﹣﹣","劉銘傳新政建設影像","﹣","﹣","2026-07-30","UNCLEAR","考古資料分散","僅收錄 metadata","清代臺灣現代化之工業考古證據"
"清代臺灣碑碣集成（後期）","中研院臺灣史研究所碑碣資料庫","1860-1895","碑碣與實物刻文","中研院臺灣史研究所碑碣資料庫","ITH-RUB-QING-HOU","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","中研院臺史所碑碣拓本資料庫收錄之清領後期碑碣，含洋務新政碑、開山撫番碑、教案碑、港口建設碑等","碑碣;清代;拓本;中研院;清領後期","清領後期（1860–1895）","全臺灣","﹣﹣","清代臺灣碑碣集成（前期）","中研院臺灣史研究所","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","清領後期碑碣反映開港與新政之歷史變遷"
"劉銘傳新政相關碑記","清代地方官／仕紳","1885-1895","碑碣與實物刻文","中研院臺灣史研究所碑碣資料庫／田野現存","LMC-MODERN-STELE","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","劉銘傳新政時期所立碑記，含鐵路開工碑、基隆煤礦碑、臺北城修建碑、撫墾碑記等，為洋務運動在臺灣之石刻實證","劉銘傳;碑記;清代;新政;洋務","清領後期（1885–1895）","臺北;基隆;全臺灣","﹣﹣","劉銘傳《劉壯肅公奏議》;清代臺灣碑碣集成（後期）","﹣","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","臺灣洋務運動之石刻見證"
"清代臺灣開山撫番碑記","清代臺灣鎮道／地方官","1874-1895","碑碣與實物刻文","中研院臺灣史研究所碑碣資料庫","KAISHAN-FUFAN-STELE","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","牡丹社事件後清廷實施「開山撫番」政策所立之碑記，含橫貫道路開工碑、番界碑、撫墾局碑等","開山撫番;碑記;清代;原住民;番界","清領後期（1874–1895）","恆春;花蓮;臺東;埔里","﹣﹣","清代臺灣碑碣集成（後期）","﹣","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","開山撫番為清代後期最有爭議的原住民政策"
"臺灣茶葉出口史料（1865–1895）","外國洋行（ Dodd & Co. 等）／海關報告","1865-1895","產業與經濟實錄","大英圖書館／海關檔案／學術研究","TW-TEA-EXPORT-1865","﹣","en;zh","文字","臺灣茶葉（以烏龍茶為主）由John Dodd引進後之出口貿易史料，含洋行紀錄、海關統計、茶葉檢驗報告、茶農契約等","茶葉;清代;出口;洋行;烏龍茶","清領後期（1865–1895）","臺北;淡水;大稻埕;全臺灣","﹣﹣","清代臺灣海關貿易統計","﹣","﹣","2026-07-30","UNCLEAR","史料分散國外檔案館與海關報告","僅收錄 metadata","茶葉為清領後期臺灣最大出口商品"
"臺灣樟腦專賣史料（1860–1895）","清代臺灣道／海關／外商","1860-1895","產業與經濟實錄","國史館臺灣文獻館／中研院近史所","TW-CAMPHOR-MONOPOLY","﹣","zh;en","文字","清代臺灣樟腦產銷與專賣制度史料，含樟腦糾紛（1868年樟腦戰爭）、外商介入、專賣制度改革等","樟腦;清代;專賣;外商;糾紛","清領後期（1860–1895）","全臺灣（北部為主）","﹣﹣","清代臺灣海關貿易統計","﹣","﹣","2026-07-30","UNCLEAR","檔案分散國史館與近史所","僅收錄 metadata","樟腦為清代臺灣第二大宗出口商品"
"臺灣糖業近代化史料（清領後期）","海關報告／洋行／臺灣糖商","1860-1895","產業與經濟實錄","國立臺灣圖書館／海關檔案","TW-SUGAR-LATE-QING","﹣","zh;en","文字","清領後期臺灣糖業由傳統糖廍轉型為機器製糖之過程史料，含糖業貿易、洋行收購、砂糖檢驗與外銷統計","糖業;清代;近代化;洋行;砂糖","清領後期（1860–1895）","全臺灣（南部為主）","﹣﹣","清代臺灣米糖經濟文獻;清代臺灣海關貿易統計","﹣","﹣","2026-07-30","UNCLEAR","文獻分散","僅收錄 metadata","臺灣糖業由傳統走向現代之過渡期"
"臺灣煤業史料（清領後期）","清代臺灣道／劉銘傳／洋商","1876-1895","產業與經濟實錄","國史館臺灣文獻館／基隆市文化局","TW-COAL-LATE-QING","﹣","zh;en","文字","清代基隆八斗子煤礦之開發與經營史料，含沈葆楨奏准開採、劉銘傳官辦、煤務局設立、外銷日本等","煤業;清代;基隆;劉銘傳;礦業","清領後期（1876–1895）","基隆;臺北","﹣﹣","清代基隆煤礦與鐵路遺址考古","﹣","﹣","2026-07-30","UNCLEAR","煤礦文獻分散","僅收錄 metadata","清代臺灣最早之現代化礦業"
"清代臺灣北部商業與大稻埕開發","大稻埕郊商（林維源、李春生等）","1860-1895","產業與經濟實錄","國立臺灣圖書館／中研院臺史所","TW-DADAOCHENG-ECON","﹣","zh","文字","清領後期臺北大稻埕因茶葉貿易而崛起之商業史料，含茶行、外國洋行、港埠建設、街區發展等","大稻埕;商業;清代;茶葉;外商","清領後期（1860–1895）","大稻埕;臺北","﹣﹣﹣﹣","臺灣茶葉出口史料","﹣","﹣","2026-07-30","UNCLEAR","史料分散","僅收錄 metadata","大稻埕為清代臺灣最國際化的商業區"
"馬偕與北臺灣醫療教育史","馬偕（George Leslie Mackay）","1872-1895","教育與醫療史","馬偕醫學院／國立臺灣圖書館","MACKAY-MED-EDU-TW","﹣","zh;en","文字","馬偕在淡水創設之西式醫療與教育機構史料，含偕醫館（臺灣第一家西醫院）、牛津學堂、淡水女學堂等","馬偕;醫療;教育;清代;淡水","清領後期（1872–1895）","淡水;臺北;宜蘭","﹣﹣﹣﹣","馬偕《福爾摩薩紀事》","﹣","﹣","2026-07-30","UNCLEAR","馬偕醫院設有史料館","已收錄 metadata","清代臺灣西式醫療與教育之起源"
"清代臺灣西式教育史料","清代臺灣道／傳教士","1860-1895","教育與醫療史","國立臺灣圖書館／國立臺灣歷史博物館","QING-WESTERN-EDU-TW","﹣","zh;en","文字","清領後期西式教育在臺萌芽之史料，含傳教士學校、劉銘傳西學堂與電報學堂、港口通譯養成等","西式教育;清代;傳教士;劉銘傳;洋務","清領後期（1865–1895）","全臺灣","﹣﹣﹣﹣","馬偕與北臺灣醫療教育史","﹣","﹣","2026-07-30","UNCLEAR","史料散見各機構","僅收錄 metadata","清代臺灣教育由儒學轉向近代之過渡"
"開港後臺灣自然環境變遷","海關報告／外國旅行者記錄／學術研究","1860-1895","自然與環境背景","學術期刊／海關檔案","TW-ENV-CHANGE-LATEQING","﹣","zh;en","文字","開港通商後臺灣自然環境之變遷記錄，含樟腦砍伐對山林影響、煤礦開採之環境破壞、港口淤積與河川變遷等","環境;清代;開港;樟腦;煤礦","清領後期（1860–1895）","全臺灣","﹣﹣﹣﹣","臺灣樟腦專賣史料;臺灣煤業史料","﹣","﹣","2026-07-30","UNCLEAR","學術論文需購閱","僅收錄 metadata","清領後期經濟開發對環境衝擊之記錄"
"清代後期臺灣疫情史料（鼠疫、霍亂）","清代官方／海關醫療報告","1860-1895","自然與環境背景","海關報告／方志／學術研究","TW-EPIDEMIC-LATEQING","﹣","zh;en","文字","清領後期臺灣鼠疫、霍亂、天花等重大傳染病之官方記錄與海關醫療報告，反映開港後疫病傳播加劇之情況","清代;疫病;鼠疫;霍亂;公共衛生","清領後期（1860–1895）","全臺灣","﹣﹣﹣﹣","–","﹣","﹣","2026-07-30","UNCLEAR","記錄分散各類文獻","僅收錄 metadata","開港後人員貨物往來頻繁，疫病傳播加速"
"清代臺灣自然災害記錄（後期）","清代方志／奏疏／外地人記錄","1860-1895","自然與環境背景","THDL／方志／學術研究","QING-DISASTER-HOU","﹣","zh","文字","清領後期臺灣地震（1867年基隆海嘯、1882年嘉義地震等）、颱風暴雨與水旱災之官方與民間記錄","清代;地震;颱風;海嘯;災害","清領後期（1860–1895）","全臺灣","﹣﹣﹣﹣","清代臺灣災害史料（前期）","﹣","﹣","2026-07-30","UNCLEAR","記錄散見各類文獻","僅收錄 metadata","清代後期災害記錄的精確度較前期提高"
"THDL—清代臺灣原住民治理奏疏選（番界與土牛線）","閩浙總督、福建巡撫、臺灣道等官員","1722-1860","官方檔案文書","臺灣歷史數位圖書館（THDL）","THDL-QG-1722-FANJIE","http://thdl.ntu.edu.tw/","zh","文字","THDL收錄清代臺灣原住民治理相關奏疏，含番界劃定、土牛紅線、隘勇制度、番餉、理番同知設置等關鍵政策文件","清代;原住民;番界;土牛線;THDL","清領前期（1722–1860）","全臺灣;福建","–","明清臺灣行政檔案（THDL 文獻集）","–","國立臺灣大學數位人文研究中心（全文數位化）","2026-07-30","UNCLEAR","THDL 免登入全文檢索","已收錄 metadata","番界政策為清代臺灣原漢關係之核心制度"
"THDL—清代臺灣班兵與營制奏疏","閩浙總督、福建水師提督等","1683-1860","官方檔案文書","臺灣歷史數位圖書館（THDL）","THDL-QG-BANBING","http://thdl.ntu.edu.tw/","zh","文字","THDL收錄清代臺灣班兵制度（福建綠營輪調戍臺）相關奏疏，含兵額、營制、糧餉、器械、戍兵調遣等軍事行政文件","清代;班兵;營制;軍事;THDL","清領前期（1683–1860）","全臺灣;福建","–","明清臺灣行政檔案（THDL 文獻集）","–","國立臺灣大學數位人文研究中心（全文數位化）","2026-07-30","UNCLEAR","THDL 免登入全文檢索","已收錄 metadata","班兵制度為清代臺灣軍事統治之基礎"
"陳璸《陳清端公文集》臺灣相關卷","陳璸","1710-1715","官方檔案文書","國立臺灣圖書館（原件）／臺灣銀行經濟研究室（刊本）","CB-CQD-TW-JUAN","–","zh","文字","陳璸（福建巡撫，曾任臺灣知縣、廈門道）之文集中臺灣相關奏疏與治理論述，為康熙晚期臺灣吏治重要文獻","陳璸;陳清端公;清代;吏治;康熙","清領前期（1710–1715）","全臺灣;福建","–","–","臺灣銀行經濟研究室（臺灣文獻叢刊第116種）","–","2026-07-30","ARR","臺灣文獻叢刊絕版","已收錄 metadata","陳璸為清代臺灣著名清官"
"六十七《使署閒情》","六十七（六居魯）","1747","官方檔案文書","國立臺灣圖書館（原件）／臺灣銀行經濟研究室（刊本）","LSQ-SSXQ-01","–","zh","文字","滿人巡臺御史六十七在臺期間所輯之臺灣詩文總集，為清領前期臺灣文人作品之最重要選集，含官方文告、碑記、詩賦等","六十七;使署閒情;清代;文學;巡臺御史","清領前期（1744–1747）","全臺灣","–","–","臺灣銀行經濟研究室（臺灣文獻叢刊第303種）","–","2026-07-30","ARR","臺灣文獻叢刊絕版","已收錄 metadata","清代臺灣文學之早期彙編"
"清代臺灣軍工匠料與戰船修造檔案","福建臺灣道／軍工道廠","1700-1860","官方檔案文書","國立臺灣圖書館／中研院臺史所","QING-MILITARY-SHIPBUILDING","–","zh","文字","清代臺灣軍工道廠（設於府城）修造戰船之相關檔案，含臺灣樟木、藤類等軍工料採辦、船廠運作、匠役制度等","軍工;戰船;清代;造船;軍工料","清領前期（1700–1860）","臺南府城;全臺灣","–","清代臺灣林業（軍工料）史料","–","–","2026-07-30","UNCLEAR","檔案分散各機構","僅收錄 metadata","臺灣樟木為清代戰船建造之重要材料"
"THDL—清代臺灣分類械鬥奏疏（漳泉械鬥卷）","閩浙總督、福建巡撫等","1768-1860","官方檔案文書","臺灣歷史數位圖書館（THDL）","THDL-QG-1768-ZQXD","http://thdl.ntu.edu.tw/","zh","文字","THDL收錄清代臺灣漳州籍與泉州籍移民械鬥事件之奏疏專輯，涵蓋艋舺、彰化、新竹等主要械鬥事件","漳泉械鬥;清代;THDL;奏疏;分類械鬥","清領前期（1768–1860）","全臺灣","–","明清臺灣行政檔案（THDL 文獻集）","–","國立臺灣大學數位人文研究中心（全文數位化）","2026-07-30","UNCLEAR","THDL 免登入全文檢索","已收錄 metadata","漳泉械鬥為清代臺灣社會最大衝突類型"
"清代臺灣閩客械鬥奏疏","閩浙總督、福建巡撫等","1780-1860","官方檔案文書","臺灣歷史數位圖書館（THDL）","THDL-QG-1780-MKXD","http://thdl.ntu.edu.tw/","zh","文字","THDL收錄清代臺灣閩南人與客家人分類械鬥之奏疏，南部（六堆）與北部（桃竹苗）皆有事例","閩客械鬥;清代;THDL;奏疏;客家","清領前期（1780–1860）","全臺灣","–","明清臺灣行政檔案（THDL 文獻集）","–","國立臺灣大學數位人文研究中心（全文數位化）","2026-07-30","UNCLEAR","THDL 免登入全文檢索","已收錄 metadata","閩客械鬥為清代臺灣族群關係之關鍵課題"
"澎湖紀略","胡建偉（編）","1771","方志與輿圖","國立臺灣圖書館（原件）／臺灣銀行經濟研究室（刊本）","HJW-PH-JILUE-01","–","zh","文字","胡建偉（澎湖通判）編纂之《澎湖紀略》，凡12卷，為清代澎湖第一部地方志，含海洋氣象、兵防、物產、風俗等","方志;澎湖;清代;胡建偉;海防","清領前期（1771）","澎湖","–","澎湖廳志（林豪本）","臺灣銀行經濟研究室（臺灣文獻叢刊第109種）","–","2026-07-30","ARR","臺灣文獻叢刊絕版","已收錄 metadata","清代澎湖最早之方志"
"澎湖續編","蔣鏞（編）","1829-1832","方志與輿圖","國立臺灣圖書館（原件）","JY-PH-XUBIAN-01","–","zh","文字","蔣鏞（澎湖通判）續修之《澎湖續編》，凡2卷，補乾隆《澎湖紀略》後之澎湖史事，為清代第二部澎湖地方志","方志;澎湖;清代;蔣鏞;續編","清領前期（1829–1832）","澎湖","–","澎湖紀略","–","–","2026-07-30","UNCLEAR","數位版有限","僅收錄 metadata","澎湖方志之延續"
"清代臺灣海防圖","清代繪圖官／福建水師提督","1750-1860","方志與輿圖","國立故宮博物院／中國第一歷史檔案館","QING-COASTAL-DEFENSE-MAP","–","zh","地圖","清領前期臺灣沿海防務圖，標示炮臺、汛塘、水師駐地、港口航道等，為清代臺灣海防體系之空間記錄","海防;地圖;清代;砲臺;汛塘","清領前期（1750–1860）","全臺灣沿海","–","清代臺灣輿圖集","–","國立故宮博物院（清宮舊藏）","2026-07-30","UNCLEAR","海防圖散見各館","僅收錄 metadata","清代臺灣海防部署之視覺證據"
"陳夢林生平與《諸羅縣志》纂修史料","陳夢林／諸羅縣志纂修團隊","1717-1722","人物傳記與家族史料","國立臺灣圖書館／學術研究","CHENML-CCL-BIO","–","zh","文字","陳夢林（諸羅縣志總纂，臺灣重要文人）之生平、遊歷與《諸羅縣志》纂修過程之相關史料","陳夢林;諸羅縣志;清代;文人;方志","清領前期（1717–1750）","諸羅（嘉義）;全臺灣","–","諸羅縣志（明鄭時期）","–","–","2026-07-30","UNCLEAR","文獻散見","僅收錄 metadata","陳夢林為清代臺灣最重要的方志編纂者"
"戴潮春事件相關史料","清代閩浙總督／臺灣道／戴潮春部眾","1862-1865","人物傳記與家族史料","THDL／國立臺灣圖書館","TAI-CHAOCHUN-EVENT","–","zh","文字","戴潮春事件（1862–1865，又稱「萬生反」）相關奏疏、檔案與研究，為清代臺灣三大民變之最後一場，時間已跨越開港前後","戴潮春;民變;清代;中部;萬生反","清領前期（1862–1865）","彰化;嘉義;中部臺灣","–","–","–","–","2026-07-30","UNCLEAR","奏疏見THDL，研究文獻散見","僅收錄 metadata","戴潮春事件為清代臺灣最後一場大型民變"
"清代臺灣文人別集選（陳肇興、吳子光等）","陳肇興、吳子光、林占梅等","1820-1895","人物傳記與家族史料","國立臺灣圖書館／臺灣銀行經濟研究室","QING-TW-LITERATI","–","zh","文字","清代臺灣文人詩文集選錄，含陳肇興《陶村詩稿》、吳子光《一肚皮集》、林占梅《潛園琴餘草》等，反映清領中晚期臺灣文人的社會關懷與時代觀察","清代;文人;詩文;文學;臺灣","清領前期（1820–1895）","全臺灣","–","–","臺灣銀行經濟研究室（臺灣文獻叢刊散見）","–","2026-07-30","ARR","臺灣文獻叢刊各冊","已收錄 metadata","清代臺灣文學為社會史之重要側面"
"清代臺灣糧價與物價資料","清代糧價奏報制度（福建巡撫等）","1740-1860","統計與調查資料","中研院近史所檔案館／THDL","QING-TW-GRAIN-PRICE","–","zh","文字","清代臺灣米穀糧價奏報資料與物價記錄，為清代臺灣經濟史最重要的連續量化數據，反映供需變化與市場整合程度","清代;糧價;物價;經濟;統計","清領前期（1740–1860）","全臺灣","–","清代臺灣米糖經濟文獻","–","中研院近史所（數位化）","2026-07-30","UNCLEAR","數據散見各檔案","僅收錄 metadata","清代臺灣最完整的連續經濟數據"
